Game,Predicted,Actual
157,3353.7,3267.0
158,3346.0,3270.0
159,3339.9,3273.0
160,3336.6,3276.0
161,3339.7,3279.0
162,3350.8,3282.0
163,3340.4,3283.0
164,3330.3,3285.0
165,3322.2,3287.0
166,3324.3,3290.0
167,3338.9,3293.0
168,3326.5,3288.0
169,3374.4,3291.0
170,3366.5,3294.0
171,3369.7,3297.0
172,3365.1,3300.0
173,3358.6,3303.0
174,3354.8,3306.0
175,3339.2,3309.0
176,3321.7,3296.0
177,3344.5,3299.0
178,3326.8,3302.0
179,3311.4,3304.0
180,3310.5,3306.0
181,3292.3,3308.0
182,3263.8,3294.0
183,3283.8,3289.0
184,3289.8,3292.0
185,3272.8,3295.0
186,3271.6,3295.0
187,3269.3,3295.0
188,3276.4,3288.0
189,3303.4,3289.0
190,3288.6,3290.0
191,3293.2,3291.0
192,3293.6,3295.0
193,3299.7,3297.0
194,3298.3,3301.0
195,3306.2,3299.0
196,3346.9,3302.0
197,3341.7,3304.0
198,3331.8,3306.0
199,3340.2,3309.0
200,3314.4,3312.0
201,3294.2,3315.0
202,3287.6,3318.0
203,3274.5,3321.0
204,3272.0,3324.0
205,3267.4,3326.0
206,3246.8,3320.0
207,3288.2,3323.0
208,3287.8,3325.0
209,3283.9,3329.0
210,3299.3,3332.0
211,3300.5,3335.0
212,3310.1,3338.0
213,3311.1,3341.0
214,3299.5,3344.0
215,3296.8,3346.0
216,3295.6,3348.0
217,3292.9,3334.0
218,3315.1,3337.0
219,3306.4,3340.0
220,3305.9,3343.0
221,3315.4,3345.0
222,3307.2,3339.0
223,3331.8,3339.0
224,3326.0,3339.0
225,3319.6,3340.0
226,3305.8,3340.0
227,3310.2,3333.0
228,3348.2,3335.0
229,3343.3,3337.0
230,3337.9,3339.0
231,3328.7,3341.0
232,3310.1,3345.0
233,3304.9,3349.0
234,3308.7,3337.0
235,3351.6,3341.0
236,3342.3,3344.0
237,3338.1,3346.0
238,3334.5,3349.0
239,3328.8,3352.0
240,3322.8,3355.0
241,3311.7,3342.0
242,3347.1,3345.0
243,3332.0,3348.0
244,3327.5,3351.0
245,3314.0,3354.0
246,3312.7,3354.0
247,3304.3,3354.0
248,3302.0,3355.0
249,3287.2,3340.0
250,3306.3,3325.0
251,3301.3,3325.0
252,3297.3,3325.0
253,3298.5,3326.0
254,3294.1,3327.0
255,3290.8,3330.0
256,3265.1,3317.0
257,3264.5,3321.0
258,3257.2,3325.0
259,3251.6,3328.0
260,3248.1,3315.0
261,3283.6,3318.0
262,3268.6,3320.0
263,3266.8,3322.0
264,3263.4,3308.0
265,3263.4,3295.0
266,3276.2,3290.0
267,3268.9,3277.0
268,3271.2,3281.0
269,3258.1,3268.0
270,3270.7,3264.0
271,3274.5,3268.0
272,3254.6,3256.0
273,3258.7,3260.0
274,3259.0,3264.0
275,3273.3,3266.0
276,3274.8,3268.0
277,3279.2,3272.0
278,3280.8,3268.0
279,3312.9,3272.0
280,3322.6,3276.0
281,3324.1,3276.0
282,3326.2,3276.0
283,3341.1,3277.0
284,3329.7,3279.0
285,3314.9,3273.0
286,3344.4,3275.0
287,3348.6,3278.0
288,3350.5,3285.0
289,3334.3,3273.0
290,3334.2,3268.0
291,3321.1,3256.0
292,3318.3,3256.0
293,3294.4,3256.0
294,3304.0,3257.0
295,3320.0,3258.0
296,3315.6,3259.0
297,3311.1,3255.0
298,3335.1,3258.0
299,3304.8,3247.0
300,3298.6,3249.0
301,3291.9,3246.0
302,3302.1,3249.0
303,3287.5,3251.0
304,3288.9,3253.0
305,3291.0,3256.0
306,3286.4,3259.0
307,3293.0,3262.0
308,3301.0,3265.0
309,3294.5,3259.0
310,3327.0,3261.0
311,3330.5,3263.0
312,3328.9,3265.0
313,3324.9,3267.0
314,3297.9,3269.0
315,3288.2,3271.0
316,3278.4,3273.0
317,3260.6,3267.0
318,3265.5,3254.0
319,3249.4,3241.0
320,3249.4,3244.0
321,3228.6,3247.0
322,3212.5,3250.0
323,3210.0,3253.0
324,3204.2,3257.0
325,3205.1,3261.0
326,3198.7,3263.0
327,3186.3,3265.0
328,3192.9,3265.0
329,3214.6,3266.0
330,3221.8,3267.0
331,3215.6,3269.0
332,3215.6,3265.0
333,3286.9,3269.0
334,3300.6,3273.0
335,3283.0,3261.0
336,3303.5,3265.0
337,3306.7,3253.0
338,3323.4,3255.0
339,3305.1,3255.0
340,3297.2,3256.0
341,3287.4,3257.0
342,3287.6,3259.0
343,3277.0,3261.0
344,3271.1,3265.0
345,3262.8,3255.0
346,3285.5,3258.0
347,3271.3,3264.0
348,3276.2,3268.0
349,3257.6,3263.0
350,3275.9,3267.0
351,3253.4,3271.0
352,3243.4,3274.0
353,3227.1,3261.0
354,3243.1,3265.0
355,3251.9,3269.0
356,3248.7,3257.0
357,3277.6,3261.0
358,3270.5,3249.0
359,3270.7,3251.0
360,3270.5,3254.0
361,3283.4,3257.0
362,3283.9,3261.0
363,3296.6,3264.0
364,3307.1,3267.0
365,3305.2,3270.0
366,3301.6,3265.0
367,3307.6,3260.0
368,3310.3,3263.0
369,3283.3,3250.0
370,3291.3,3254.0
371,3286.9,3258.0
372,3288.7,3261.0
373,3268.8,3248.0
374,3273.5,3254.0
375,3265.9,3259.0
376,3267.9,3264.0
377,3257.3,3253.0
378,3257.5,3250.0
379,3275.0,3256.0
380,3260.0,3259.0
381,3242.4,3246.0
382,3224.1,3234.0
383,3224.6,3238.0
384,3229.9,3242.0
385,3217.9,3246.0
386,3217.1,3242.0
387,3216.4,3230.0
388,3218.0,3234.0
389,3192.9,3238.0
390,3186.6,3226.0
391,3196.0,3231.0
392,3204.5,3235.0
393,3222.3,3239.0
394,3219.2,3243.0
395,3203.7,3247.0
396,3206.1,3243.0
397,3240.8,3231.0
398,3254.3,3235.0
399,3236.2,3223.0
400,3242.7,3228.0
401,3251.9,3232.0
402,3252.6,3236.0
403,3237.9,3236.0
404,3234.7,3237.0
405,3236.6,3230.0
406,3250.0,3230.0
407,3252.6,3231.0
408,3255.7,3233.0
409,3260.7,3228.0
410,3291.1,3230.0
411,3277.9,3216.0
412,3291.9,3218.0
413,3278.4,3213.0
414,3294.2,3215.0
415,3302.4,3217.0
416,3293.3,3219.0
417,3287.0,3221.0
418,3278.9,3223.0
419,3257.1,3225.0
420,3252.1,3227.0
421,3243.8,3229.0
422,3245.1,3231.0
423,3241.6,3233.0
424,3245.8,3235.0
425,3237.3,3236.0
426,3229.5,3229.0
427,3256.8,3233.0
428,3237.4,3236.0
429,3241.6,3239.0
430,3245.7,3242.0
431,3232.8,3237.0
432,3228.7,3240.0
433,3211.5,3227.0
434,3206.4,3230.0
435,3188.6,3217.0
436,3176.9,3220.0
437,3176.0,3223.0
438,3176.4,3212.0
439,3189.2,3218.0
440,3174.0,3215.0
441,3177.5,3204.0
442,3195.2,3210.0
443,3193.8,3216.0
444,3211.2,3216.0
445,3222.3,3217.0
446,3240.9,3218.0
447,3236.1,3220.0
448,3229.6,3207.0
449,3251.6,3210.0
450,3241.4,3213.0
451,3239.8,3201.0
452,3259.8,3203.0
453,3251.2,3208.0
454,3245.7,3212.0
455,3243.7,3215.0
456,3242.2,3218.0
457,3245.5,3221.0
458,3249.6,3223.0
459,3261.3,3225.0
460,3252.2,3229.0
461,3249.3,3233.0
462,3256.1,3237.0
463,3249.4,3241.0
464,3238.3,3245.0
465,3219.9,3232.0
466,3266.9,3236.0
467,3252.6,3240.0
468,3247.2,3244.0
469,3236.1,3239.0
470,3255.3,3243.0
471,3240.1,3246.0
472,3230.1,3248.0
473,3210.6,3250.0
474,3217.1,3252.0
475,3217.5,3254.0
476,3207.6,3258.0
477,3205.5,3261.0
478,3204.1,3264.0
479,3192.4,3251.0
480,3229.1,3239.0
481,3220.7,3227.0
482,3221.2,3216.0
483,3227.3,3221.0
484,3204.5,3226.0
485,3195.0,3231.0
486,3193.3,3235.0
487,3186.6,3223.0
488,3195.0,3228.0
489,3195.6,3225.0
490,3209.2,3214.0
491,3204.9,3219.0
492,3195.5,3208.0
493,3199.6,3197.0
494,3202.0,3203.0
495,3187.1,3208.0
496,3197.6,3213.0
497,3191.0,3202.0
498,3198.0,3208.0
499,3195.5,3213.0
500,3198.7,3218.0
501,3202.4,3219.0
502,3207.9,3220.0
503,3210.6,3214.0
504,3246.5,3216.0
505,3248.2,3219.0
506,3254.4,3223.0
507,3258.5,3225.0
508,3299.4,3231.0
509,3272.7,3220.0
510,3269.2,3225.0
511,3254.8,3225.0
512,3239.0,3226.0
513,3249.9,3227.0
514,3254.1,3230.0
515,3240.6,3224.0
516,3262.5,3227.0
517,3259.4,3232.0
518,3247.6,3234.0
519,3266.9,3223.0
520,3281.1,3229.0
521,3274.4,3231.0
522,3276.7,3230.0
523,3251.0,3217.0
524,3253.5,3205.0
525,3242.3,3209.0
526,3236.4,3213.0
527,3235.9,3217.0
528,3237.6,3221.0
529,3217.9,3225.0
530,3202.4,3229.0
531,3192.9,3225.0
532,3225.5,3229.0
533,3232.6,3233.0
534,3226.3,3233.0
535,3237.1,3234.0
536,3228.7,3227.0
537,3241.6,3227.0
538,3219.3,3212.0
539,3219.5,3205.0
540,3222.0,3206.0
541,3202.5,3207.0
542,3174.9,3202.0
543,3179.7,3204.0
544,3187.0,3207.0
545,3178.3,3207.0
546,3191.3,3208.0
547,3183.7,3210.0
548,3201.6,3212.0
549,3218.7,3216.0
550,3212.4,3204.0
551,3221.3,3198.0
552,3220.4,3199.0
553,3209.3,3203.0
554,3205.6,3208.0
555,3208.5,3217.0
556,3198.5,3217.0
557,3200.6,3218.0
558,3187.8,3219.0
559,3180.8,3221.0
560,3168.3,3207.0
561,3209.8,3209.0
562,3206.3,3197.0
563,3199.3,3198.0
564,3196.0,3200.0
565,3187.1,3205.0
566,3188.1,3209.0
567,3179.7,3209.0
568,3203.0,3210.0
569,3189.0,3212.0
570,3204.1,3214.0
571,3218.6,3217.0
572,3212.8,3205.0
573,3250.8,3208.0
574,3225.5,3195.0
575,3230.3,3197.0
576,3228.0,3200.0
577,3230.7,3204.0
578,3227.4,3204.0
579,3225.0,3204.0
580,3215.0,3205.0
581,3208.0,3206.0
582,3187.5,3192.0
583,3217.6,3192.0
584,3226.0,3193.0
585,3223.9,3187.0
586,3232.3,3189.0
587,3208.9,3179.0
588,3194.2,3177.0
589,3168.0,3175.0
590,3175.1,3182.0
591,3160.0,3172.0
592,3166.3,3179.0
593,3157.1,3169.0
594,3156.0,3176.0
595,3161.9,3182.0
596,3169.1,3188.0
597,3170.9,3194.0
598,3159.6,3194.0
599,3170.8,3195.0
600,3158.2,3196.0
601,3138.6,3183.0
602,3154.6,3184.0
603,3154.3,3186.0
604,3166.1,3189.0
605,3161.7,3177.0
606,3156.2,3181.0
607,3149.9,3186.0
608,3172.4,3191.0
609,3167.7,3194.0
610,3168.5,3197.0
611,3177.4,3199.0
612,3193.7,3185.0
613,3211.4,3188.0
614,3186.5,3175.0
615,3171.5,3178.0
616,3179.3,3181.0
617,3177.4,3184.0
618,3172.1,3179.0
619,3196.1,3174.0
620,3201.6,3177.0
621,3196.7,3180.0
622,3182.3,3183.0
623,3196.2,3188.0
624,3197.2,3193.0
625,3220.8,3197.0
626,3213.8,3185.0
627,3241.8,3185.0
628,3227.5,3186.0
629,3215.0,3180.0
630,3227.1,3182.0
631,3215.4,3184.0
632,3198.3,3172.0
633,3193.9,3173.0
634,3182.4,3175.0
635,3167.1,3177.0
636,3176.8,3181.0
637,3176.2,3187.0
638,3163.2,3187.0
639,3167.7,3188.0
640,3174.2,3190.0
641,3168.2,3193.0
642,3171.5,3197.0
643,3178.6,3202.0
644,3171.9,3192.0
645,3204.9,3181.0
646,3189.3,3175.0
647,3194.6,3177.0
648,3184.4,3180.0
649,3163.7,3180.0
650,3167.6,3180.0
651,3150.5,3181.0
652,3145.6,3183.0
653,3143.3,3186.0
654,3152.2,3190.0
655,3172.9,3187.0
656,3228.1,3192.0
657,3221.1,3188.0
658,3236.1,3185.0
659,3245.4,3190.0
660,3219.8,3180.0
661,3204.3,3164.0
662,3186.2,3164.0
663,3181.2,3164.0
664,3150.3,3165.0
665,3136.8,3166.0
666,3149.7,3168.0
667,3143.7,3172.0
668,3117.3,3169.0
669,3144.2,3173.0
670,3163.8,3179.0
671,3179.6,3182.0
672,3203.3,3186.0
673,3184.0,3189.0
674,3219.7,3192.0
675,3211.3,3179.0
676,3208.7,3175.0
677,3202.4,3164.0
678,3189.1,3169.0
679,3175.5,3174.0
680,3173.3,3179.0
681,3168.0,3183.0
682,3147.0,3187.0
683,3154.3,3191.0
684,3136.8,3195.0
685,3135.6,3199.0
686,3152.3,3203.0
687,3151.5,3190.0
688,3201.9,3192.0
689,3177.5,3180.0
690,3176.1,3177.0
691,3180.2,3175.0
692,3194.6,3181.0
693,3184.2,3187.0
694,3191.4,3192.0
695,3180.8,3197.0
696,3173.1,3202.0
697,3171.1,3192.0
698,3208.2,3198.0
699,3211.5,3204.0
700,3208.8,3210.0
701,3218.1,3215.0
702,3223.3,3220.0
703,3215.1,3206.0
704,3230.3,3192.0
705,3219.4,3178.0
706,3221.6,3181.0
707,3187.3,3176.0
708,3191.6,3179.0
709,3190.2,3182.0
710,3176.5,3169.0
711,3167.3,3172.0
712,3134.6,3167.0
713,3144.9,3171.0
714,3144.1,3175.0
715,3151.7,3179.0
716,3138.8,3167.0
717,3167.7,3171.0
718,3166.2,3175.0
719,3169.0,3179.0
720,3170.6,3183.0
721,3186.6,3187.0
722,3204.1,3191.0
723,3195.0,3194.0
724,3178.9,3181.0
725,3194.7,3185.0
726,3192.1,3181.0
727,3192.7,3169.0
728,3207.2,3173.0
729,3189.1,3157.0
730,3198.4,3157.0
731,3183.0,3157.0
732,3179.5,3158.0
733,3182.7,3158.0
734,3182.9,3161.0
735,3199.0,3165.0
736,3194.8,3154.0
737,3214.6,3157.0
738,3178.9,3145.0
739,3148.1,3147.0
740,3138.1,3149.0
741,3133.0,3151.0
742,3150.0,3158.0
743,3150.9,3149.0
744,3179.3,3156.0
745,3191.6,3163.0
746,3197.7,3170.0
747,3195.5,3176.0
748,3211.5,3176.0
749,3226.5,3177.0
750,3224.7,3178.0
751,3232.4,3180.0
752,3229.2,3183.0
753,3220.7,3186.0
754,3219.7,3193.0
755,3184.1,3190.0
756,3229.0,3189.0
757,3223.0,3194.0
758,3204.6,3201.0
759,3200.7,3201.0
760,3179.9,3202.0
761,3193.9,3203.0
762,3187.0,3205.0
763,3181.0,3208.0
764,3179.5,3213.0
765,3181.4,3218.0
766,3166.1,3223.0
767,3167.7,3230.0
768,3154.9,3237.0
769,3156.8,3226.0
770,3213.0,3224.0
771,3209.1,3215.0
772,3217.8,3222.0
773,3208.9,3229.0
774,3206.2,3235.0
775,3215.9,3241.0
776,3226.2,3247.0
777,3220.6,3253.0
778,3227.6,3258.0
779,3217.3,3263.0
780,3219.1,3260.0
781,3257.3,3265.0
782,3249.1,3254.0
783,3248.9,3251.0
784,3252.7,3256.0
785,3232.2,3245.0
786,3224.6,3243.0
787,3220.0,3233.0
788,3206.1,3223.0
789,3202.6,3230.0
790,3181.5,3236.0
791,3179.1,3234.0
792,3189.3,3240.0
793,3171.0,3240.0
794,3169.9,3241.0
795,3172.1,3242.0
796,3169.3,3244.0
797,3167.7,3247.0
798,3174.4,3251.0
799,3181.9,3239.0
800,3211.5,3244.0
801,3199.0,3235.0
802,3218.0,3239.0
803,3238.6,3242.0
804,3241.2,3246.0
805,3234.0,3250.0
806,3238.0,3253.0
807,3227.7,3240.0
808,3249.6,3244.0
809,3240.1,3248.0
810,3241.9,3252.0
811,3239.7,3255.0
812,3249.3,3258.0
813,3242.4,3245.0
814,3263.2,3249.0
815,3256.6,3250.0
816,3247.9,3237.0
817,3268.4,3241.0
818,3278.7,3245.0
819,3274.1,3249.0
820,3276.7,3252.0
821,3270.8,3255.0
822,3258.6,3258.0
823,3258.3,3255.0
824,3305.8,3260.0
825,3302.3,3265.0
826,3294.7,3253.0
827,3313.0,3258.0
828,3288.8,3247.0
829,3292.7,3252.0
830,3283.6,3257.0
831,3282.0,3262.0
832,3281.8,3267.0
833,3268.9,3271.0
834,3257.5,3275.0
835,3252.7,3278.0
836,3253.3,3280.0
837,3242.9,3282.0
838,3247.7,3284.0
839,3253.8,3284.0
840,3250.7,3284.0
841,3248.8,3284.0
842,3247.7,3285.0
843,3250.9,3286.0
844,3258.1,3288.0
845,3246.8,3276.0
846,3307.1,3279.0
847,3305.7,3279.0
848,3296.8,3279.0
849,3285.0,3280.0
850,3283.7,3282.0
851,3270.6,3284.0
852,3272.9,3286.0
853,3267.4,3290.0
854,3264.8,3288.0
855,3310.6,3290.0
856,3289.9,3293.0
857,3278.7,3290.0
858,3299.1,3290.0
859,3288.3,3290.0
860,3286.2,3290.0
861,3284.6,3290.0
862,3282.2,3291.0
863,3262.9,3293.0
864,3260.7,3295.0
865,3260.8,3298.0
866,3262.5,3301.0
867,3261.0,3306.0
868,3262.1,3313.0
869,3267.2,3316.0
870,3263.5,3319.0
871,3267.3,3321.0
872,3263.4,3323.0
873,3260.4,3325.0
874,3261.3,3327.0
875,3251.9,3328.0
876,3248.8,3329.0
877,3255.3,3332.0
878,3230.9,3335.0
879,3233.4,3338.0
880,3232.3,3341.0
881,3233.3,3344.0
882,3241.0,3347.0
883,3243.5,3350.0
884,3243.8,3353.0
885,3249.0,3348.0
886,3357.8,3335.0
887,3357.7,3338.0
888,3363.3,3341.0
889,3357.8,3344.0
890,3360.1,3347.0
891,3347.7,3349.0
892,3340.4,3351.0
893,3342.5,3353.0
894,3341.8,3355.0
895,3311.1,3340.0
896,3350.7,3342.0
897,3328.6,3344.0
898,3326.4,3346.0
899,3326.7,3348.0
900,3325.4,3350.0
901,3326.3,3352.0
902,3328.5,3354.0
903,3316.9,3340.0
904,3338.6,3342.0
905,3333.3,3344.0
906,3329.3,3346.0
907,3344.0,3348.0
908,3336.7,3350.0
909,3327.9,3352.0
910,3319.1,3354.0
911,3314.4,3356.0
912,3302.7,3358.0
913,3291.9,3344.0
914,3321.2,3346.0
915,3329.4,3348.0
916,3331.5,3350.0
917,3329.9,3352.0
918,3320.1,3346.0
919,3341.9,3348.0
920,3340.9,3350.0
921,3336.8,3344.0
922,3358.8,3346.0
923,3359.8,3348.0
924,3362.1,3334.0
925,3358.9,3336.0
926,3334.7,3308.0
927,3344.0,3312.0
928,3348.6,3316.0
929,3341.5,3304.0
930,3351.3,3308.0
931,3352.9,3312.0
932,3346.6,3316.0
933,3348.4,3319.0
934,3345.3,3314.0
935,3378.6,3319.0
936,3365.6,3323.0
937,3346.2,3319.0
938,3348.9,3307.0
939,3345.0,3307.0
940,3335.8,3307.0
941,3323.8,3308.0
942,3323.5,3309.0
943,3310.6,3311.0
944,3316.7,3314.0
945,3303.4,3317.0
946,3294.3,3312.0
947,3343.0,3316.0
948,3343.6,3318.0
949,3351.0,3314.0
950,3372.8,3314.0
951,3367.1,3314.0
952,3361.7,3315.0
953,3356.6,3316.0
954,3361.2,3318.0
955,3356.8,3313.0
956,3385.7,3315.0
957,3380.4,3303.0
958,3363.2,3304.0
959,3357.8,3307.0
960,3347.9,3311.0
961,3338.9,3299.0
962,3343.2,3288.0
963,3327.7,3294.0
964,3313.6,3284.0
965,3304.0,3274.0
966,3298.2,3264.0
967,3300.1,3255.0
968,3314.0,3262.0
969,3305.9,3269.0
970,3305.0,3260.0
971,3312.8,3267.0
972,3322.4,3273.0
973,3321.3,3263.0
974,3308.2,3269.0
975,3322.9,3275.0
976,3302.9,3265.0
977,3309.0,3253.0
978,3311.3,3255.0
979,3280.3,3257.0
980,3280.7,3261.0
981,3290.6,3265.0
982,3281.9,3268.0
983,3286.3,3271.0
984,3294.0,3266.0
985,3324.6,3269.0
986,3314.6,3256.0
987,3325.4,3260.0
988,3317.5,3264.0
989,3299.1,3251.0
990,3300.5,3257.0
991,3290.5,3263.0
992,3295.6,3268.0
993,3290.6,3265.0
994,3312.2,3270.0
995,3289.9,3267.0
996,3304.6,3264.0
997,3320.3,3269.0
998,3306.4,3266.0
999,3336.9,3271.0
1000,3345.9,3276.0
1001,3350.2,3281.0
1002,3340.7,3286.0
1003,3334.1,3290.0
1004,3324.5,3278.0
1005,3348.0,3283.0
1006,3317.0,3272.0
1007,3319.3,3277.0
1008,3320.2,3282.0
1009,3301.1,3271.0
1010,3306.3,3273.0
1011,3281.1,3275.0
1012,3260.6,3280.0
1013,3268.9,3285.0
1014,3264.7,3290.0
1015,3266.5,3294.0
1016,3275.9,3298.0
1017,3258.8,3286.0
1018,3291.3,3291.0
1019,3296.8,3295.0
1020,3287.2,3299.0
1021,3277.1,3299.0
1022,3290.8,3299.0
1023,3261.2,3284.0
1024,3282.8,3284.0
1025,3281.3,3285.0
1026,3264.1,3286.0
1027,3251.7,3272.0
1028,3247.8,3258.0
1029,3230.0,3242.0
1030,3248.6,3242.0
1031,3251.8,3242.0
1032,3256.2,3247.0
1033,3270.3,3252.0
1034,3277.9,3257.0
1035,3257.7,3246.0
1036,3283.6,3251.0
1037,3279.1,3256.0
1038,3297.7,3256.0
1039,3302.7,3256.0
1040,3301.1,3257.0
1041,3301.1,3258.0
1042,3285.4,3260.0
1043,3274.3,3263.0
1044,3263.1,3260.0
1045,3311.0,3264.0
1046,3289.6,3264.0
1047,3323.6,3269.0
1048,3315.4,3266.0
1049,3325.0,3271.0
1050,3305.8,3260.0
1051,3307.0,3265.0
1052,3330.2,3270.0
1053,3332.1,3275.0
1054,3319.6,3272.0
1055,3327.5,3277.0
1056,3314.9,3282.0
1057,3307.5,3286.0
1058,3305.7,3290.0
1059,3297.4,3294.0
1060,3289.2,3282.0
1061,3323.6,3278.0
1062,3324.5,3275.0
1063,3322.7,3264.0
1064,3328.0,3270.0
1065,3324.7,3275.0
1066,3325.0,3280.0
1067,3301.9,3269.0
1068,3316.7,3274.0
1069,3308.5,3279.0
1070,3323.7,3284.0
1071,3313.1,3273.0
1072,3311.5,3262.0
1073,3288.1,3252.0
1074,3294.5,3258.0
1075,3277.5,3264.0
1076,3267.1,3254.0
1077,3266.8,3260.0
1078,3254.2,3250.0
1079,3229.8,3241.0
1080,3201.9,3232.0
1081,3202.2,3239.0
1082,3205.0,3246.0
1083,3218.7,3237.0
1084,3229.5,3244.0
1085,3210.9,3243.0
1086,3224.6,3250.0
1087,3238.6,3257.0
1088,3228.2,3247.0
1089,3264.5,3254.0
1090,3285.4,3260.0
1091,3285.5,3266.0
1092,3281.3,3272.0
1093,3284.8,3278.0
1094,3287.4,3267.0
1095,3308.4,3265.0
1096,3307.5,3255.0
1097,3308.1,3261.0
1098,3293.3,3267.0
1099,3298.5,3273.0
1100,3294.4,3279.0
1101,3310.0,3284.0
1102,3316.1,3289.0
1103,3315.2,3294.0
1104,3311.7,3299.0
1105,3328.5,3304.0
1106,3332.5,3307.0
1107,3337.2,3310.0
1108,3336.4,3313.0
1109,3332.9,3316.0
1110,3311.2,3320.0
1111,3262.2,3308.0
1112,3313.6,3312.0
1113,3287.7,3308.0
1114,3295.6,3312.0
1115,3282.5,3316.0
1116,3273.2,3318.0
1117,3255.2,3320.0
1118,3253.0,3322.0
1119,3256.8,3324.0
1120,3260.8,3327.0
1121,3276.7,3329.0
1122,3260.7,3315.0
1123,3293.9,3318.0
1124,3301.4,3321.0
1125,3299.8,3324.0
1126,3300.1,3324.0
1127,3291.6,3324.0
1128,3282.4,3325.0
1129,3265.0,3318.0
1130,3291.3,3319.0
1131,3288.9,3321.0
1132,3283.6,3308.0
1133,3283.1,3309.0
1134,3269.2,3311.0
1135,3269.6,3314.0
1136,3257.3,3317.0
1137,3279.0,3317.0
1138,3261.2,3317.0
1139,3258.4,3318.0
1140,3247.2,3319.0
1141,3246.7,3322.0
1142,3241.2,3309.0
1143,3270.1,3303.0
1144,3267.2,3304.0
1145,3245.7,3307.0
1146,3251.9,3302.0
1147,3243.6,3290.0
1148,3269.7,3292.0
1149,3252.6,3294.0
1150,3267.3,3296.0
1151,3269.1,3298.0
